displayLabel|County|avgIncome:float|error:float|stateCounty
United States - Florida - Santa Rosa County|Santa Rosa County|55129|1483|FL-Santa Rosa County
United States - Florida - Sarasota County|Sarasota County|49388|870|FL-Sarasota County
United States - Florida - Seminole County|Seminole County|58971|1032|FL-Seminole County
United States - Florida - Sumter County|Sumter County|43079|1511|FL-Sumter County
United States - Florida - Suwannee County|Suwannee County|36352|2996|FL-Suwannee County
United States - Florida - Taylor County|Taylor County|37408|3939|FL-Taylor County
United States - Florida - Union County|Union County|41794|2421|FL-Union County
United States - Florida - Volusia County|Volusia County|44400|707|FL-Volusia County
United States - Florida - Wakulla County|Wakulla County|53301|4288|FL-Wakulla County
United States - Florida - Walton County|Walton County|47273|2310|FL-Walton County
United States - Florida - Washington County|Washington County|36216|3523|FL-Washington County
United States - Georgia|Georgia|49347|240|-Georgia
United States - Georgia - Appling County|Appling County|36155|3421|GA-Appling County
United States - Georgia - Atkinson County|Atkinson County|33834|2102|GA-Atkinson County
United States - Georgia - Bacon County|Bacon County|31429|2399|GA-Bacon County
United States - Georgia - Baker County|Baker County|27462|8328|GA-Baker County
United States - Georgia - Baldwin County|Baldwin County|37237|2319|GA-Baldwin County
United States - Georgia - Banks County|Banks County|40455|3888|GA-Banks County
United States - Georgia - Barrow County|Barrow County|48958|2093|GA-Barrow County
United States - Georgia - Bartow County|Bartow County|49216|1978|GA-Bartow County
United States - Georgia - Ben Hill County|Ben Hill County|30134|4546|GA-Ben Hill County
United States - Georgia - Berrien County|Berrien County|32202|3497|GA-Berrien County
United States - Georgia - Bibb County|Bibb County|38798|1666|GA-Bibb County
United States - Georgia - Bleckley County|Bleckley County|35661|6241|GA-Bleckley County
United States - Georgia - Brantley County|Brantley County|37343|3149|GA-Brantley County
United States - Georgia - Brooks County|Brooks County|41309|5645|GA-Brooks County
United States - Georgia - Bryan County|Bryan County|63244|3489|GA-Bryan County
United States - Georgia - Bulloch County|Bulloch County|34327|1554|GA-Bulloch County
United States - Georgia - Burke County|Burke County|33155|2788|GA-Burke County
United States - Georgia - Butts County|Butts County|52257|6350|GA-Butts County
United States - Georgia - Calhoun County|Calhoun County|30522|6209|GA-Calhoun County
United States - Georgia - Camden County|Camden County|49230|2238|GA-Camden County
United States - Georgia - Candler County|Candler County|35828|4162|GA-Candler County
United States - Georgia - Carroll County|Carroll County|45559|1656|GA-Carroll County
United States - Georgia - Catoosa County|Catoosa County|46544|2369|GA-Catoosa County
United States - Georgia - Charlton County|Charlton County|40850|5494|GA-Charlton County
United States - Georgia - Chatham County|Chatham County|44928|1107|GA-Chatham County
United States - Georgia - Chattahoochee County|Chattahoochee County|51089|4823|GA-Chattahoochee County
United States - Georgia - Chattooga County|Chattooga County|32419|1909|GA-Chattooga County
United States - Georgia - Cherokee County|Cherokee County|66320|1319|GA-Cherokee County
United States - Georgia - Clarke County|Clarke County|34253|1467|GA-Clarke County
United States - Georgia - Clay County|Clay County|26250|3802|GA-Clay County
United States - Georgia - Clayton County|Clayton County|43311|817|GA-Clayton County
United States - Georgia - Clinch County|Clinch County|31963|7174|GA-Clinch County
United States - Georgia - Cobb County|Cobb County|65522|808|GA-Cobb County
United States - Georgia - Coffee County|Coffee County|35202|1993|GA-Coffee County
United States - Georgia - Colquitt County|Colquitt County|32902|2299|GA-Colquitt County
United States - Georgia - Columbia County|Columbia County|66333|1732|GA-Columbia County
United States - Georgia - Cook County|Cook County|31390|3595|GA-Cook County
United States - Georgia - Coweta County|Coweta County|61550|1482|GA-Coweta County
United States - Georgia - Crawford County|Crawford County|37062|5248|GA-Crawford County
United States - Georgia - Crisp County|Crisp County|29960|3933|GA-Crisp County
United States - Georgia - Dade County|Dade County|39760|2864|GA-Dade County
United States - Georgia - Dawson County|Dawson County|51128|3236|GA-Dawson County
United States - Georgia - Decatur County|Decatur County|33297|2443|GA-Decatur County
United States - Georgia - DeKalb County|DeKalb County|51349|763|GA-DeKalb County
United States - Georgia - Dodge County|Dodge County|33580|4457|GA-Dodge County
United States - Georgia - Dooly County|Dooly County|31038|3148|GA-Dooly County
United States - Georgia - Dougherty County|Dougherty County|32435|1309|GA-Dougherty County
United States - Georgia - Douglas County|Douglas County|55852|1732|GA-Douglas County
United States - Georgia - Early County|Early County|26928|3201|GA-Early County
United States - Georgia - Echols County|Echols County|32390|8083|GA-Echols County
United States - Georgia - Effingham County|Effingham County|56903|3945|GA-Effingham County
United States - Georgia - Elbert County|Elbert County|30543|2321|GA-Elbert County
United States - Georgia - Emanuel County|Emanuel County|30205|2296|GA-Emanuel County
United States - Georgia - Evans County|Evans County|40796|4269|GA-Evans County
United States - Georgia - Fannin County|Fannin County|34145|2447|GA-Fannin County
United States - Georgia - Fayette County|Fayette County|82216|2475|GA-Fayette County
United States - Georgia - Floyd County|Floyd County|41066|2001|GA-Floyd County
United States - Georgia - Forsyth County|Forsyth County|87605|1977|GA-Forsyth County
United States - Georgia - Franklin County|Franklin County|36739|4151|GA-Franklin County
United States - Georgia - Fulton County|Fulton County|56709|761|GA-Fulton County
United States - Georgia - Gilmer County|Gilmer County|36741|2434|GA-Gilmer County
United States - Georgia - Glascock County|Glascock County|37149|4273|GA-Glascock County
United States - Georgia - Glynn County|Glynn County|50337|2345|GA-Glynn County
United States - Georgia - Gordon County|Gordon County|40916|2267|GA-Gordon County
United States - Georgia - Grady County|Grady County|32247|2614|GA-Grady County
United States - Georgia - Greene County|Greene County|38513|3977|GA-Greene County
United States - Georgia - Gwinnett County|Gwinnett County|63219|736|GA-Gwinnett County
United States - Georgia - Habersham County|Habersham County|40192|2390|GA-Habersham County
United States - Georgia - Hall County|Hall County|50876|1401|GA-Hall County
United States - Georgia - Hancock County|Hancock County|22283|2218|GA-Hancock County
United States - Georgia - Haralson County|Haralson County|38996|3072|GA-Haralson County
United States - Georgia - Harris County|Harris County|67018|3187|GA-Harris County
United States - Georgia - Hart County|Hart County|36109|3204|GA-Hart County
United States - Georgia - Heard County|Heard County|42685|2986|GA-Heard County
United States - Georgia - Henry County|Henry County|63923|1092|GA-Henry County
United States - Georgia - Houston County|Houston County|55098|1813|GA-Houston County
United States - Georgia - Irwin County|Irwin County|38376|5322|GA-Irwin County
United States - Georgia - Jackson County|Jackson County|51506|2141|GA-Jackson County
United States - Georgia - Jasper County|Jasper County|42081|3479|GA-Jasper County
United States - Georgia - Jeff Davis County|Jeff Davis County|32928|2978|GA-Jeff Davis County
United States - Georgia - Jefferson County|Jefferson County|29268|2694|GA-Jefferson County
United States - Georgia - Jenkins County|Jenkins County|27686|5820|GA-Jenkins County
United States - Georgia - Johnson County|Johnson County|27607|3032|GA-Johnson County
United States - Georgia - Jones County|Jones County|50717|3662|GA-Jones County
United States - Georgia - Lamar County|Lamar County|37536|3375|GA-Lamar County
United States - Georgia - Lanier County|Lanier County|37522|8566|GA-Lanier County
United States - Georgia - Laurens County|Laurens County|38280|1734|GA-Laurens County
United States - Georgia - Lee County|Lee County|59811|2881|GA-Lee County
United States - Georgia - Liberty County|Liberty County|42674|1815|GA-Liberty County
United States - Georgia - Lincoln County|Lincoln County|36399|3177|GA-Lincoln County
United States - Georgia - Long County|Long County|41186|6967|GA-Long County
United States - Georgia - Lowndes County|Lowndes County|39096|1364|GA-Lowndes County
United States - Georgia - Lumpkin County|Lumpkin County|43394|3798|GA-Lumpkin County
United States - Georgia - McDuffie County|McDuffie County|35414|2416|GA-McDuffie County
United States - Georgia - McIntosh County|McIntosh County|39075|4959|GA-McIntosh County
United States - Georgia - Macon County|Macon County|27950|3003|GA-Macon County
United States - Georgia - Madison County|Madison County|41343|2230|GA-Madison County
United States - Georgia - Marion County|Marion County|31581|5583|GA-Marion County
United States - Georgia - Meriwether County|Meriwether County|37845|3105|GA-Meriwether County
United States - Georgia - Miller County|Miller County|33196|3369|GA-Miller County
United States - Georgia - Mitchell County|Mitchell County|36198|3353|GA-Mitchell County
United States - Georgia - Monroe County|Monroe County|48297|5630|GA-Monroe County
United States - Georgia - Montgomery County|Montgomery County|35182|5183|GA-Montgomery County
United States - Georgia - Morgan County|Morgan County|45817|3828|GA-Morgan County
United States - Georgia - Murray County|Murray County|38226|2565|GA-Murray County
United States - Georgia - Muscogee County|Muscogee County|41331|965|GA-Muscogee County
United States - Georgia - Newton County|Newton County|52361|1731|GA-Newton County
United States - Georgia - Oconee County|Oconee County|74352|3075|GA-Oconee County
United States - Georgia - Oglethorpe County|Oglethorpe County|39319|4759|GA-Oglethorpe County
United States - Georgia - Paulding County|Paulding County|62348|1788|GA-Paulding County
United States - Georgia - Peach County|Peach County|41014|4270|GA-Peach County
United States - Georgia - Pickens County|Pickens County|49945|2564|GA-Pickens County
United States - Georgia - Pierce County|Pierce County|37062|4103|GA-Pierce County
United States - Georgia - Pike County|Pike County|53213|4661|GA-Pike County
United States - Georgia - Polk County|Polk County|38646|1820|GA-Polk County
United States - Georgia - Pulaski County|Pulaski County|36262|7333|GA-Pulaski County
United States - Georgia - Putnam County|Putnam County|41529|2735|GA-Putnam County
United States - Georgia - Quitman County|Quitman County|28912|6911|GA-Quitman County
United States - Georgia - Rabun County|Rabun County|34406|2699|GA-Rabun County
United States - Georgia - Randolph County|Randolph County|26194|4622|GA-Randolph County
United States - Georgia - Richmond County|Richmond County|37882|982|GA-Richmond County
United States - Georgia - Rockdale County|Rockdale County|55779|2299|GA-Rockdale County
United States - Georgia - Schley County|Schley County|35096|4997|GA-Schley County
United States - Georgia - Screven County|Screven County|32155|2276|GA-Screven County
