zip|type|primary_city|state|county|stateCounty
01721|STANDARD|Ashland|MA|Middlesex County|MA-Middlesex County
01730|STANDARD|Bedford|MA|Middlesex County|MA-Middlesex County
01731|STANDARD|Hanscom Afb|MA|Middlesex County|MA-Middlesex County
01740|STANDARD|Bolton|MA|Worcester County|MA-Worcester County
01741|STANDARD|Carlisle|MA|Middlesex County|MA-Middlesex County
01742|STANDARD|Concord|MA|Middlesex County|MA-Middlesex County
01745|STANDARD|Fayville|MA|Worcester County|MA-Worcester County
01746|STANDARD|Holliston|MA|Middlesex County|MA-Middlesex County
01747|STANDARD|Hopedale|MA|Worcester County|MA-Worcester County
01748|STANDARD|Hopkinton|MA|Middlesex County|MA-Middlesex County
01749|STANDARD|Hudson|MA|Middlesex County|MA-Middlesex County
01752|STANDARD|Marlborough|MA|Middlesex County|MA-Middlesex County
01754|STANDARD|Maynard|MA|Middlesex County|MA-Middlesex County
01756|STANDARD|Mendon|MA|Worcester County|MA-Worcester County
01757|STANDARD|Milford|MA|Worcester County|MA-Worcester County
01760|STANDARD|Natick|MA|Middlesex County|MA-Middlesex County
01770|STANDARD|Sherborn|MA|Middlesex County|MA-Middlesex County
01772|STANDARD|Southborough|MA|Worcester County|MA-Worcester County
01773|STANDARD|Lincoln|MA|Middlesex County|MA-Middlesex County
01775|STANDARD|Stow|MA|Middlesex County|MA-Middlesex County
01776|STANDARD|Sudbury|MA|Middlesex County|MA-Middlesex County
01778|STANDARD|Wayland|MA|Middlesex County|MA-Middlesex County
01784|PO BOX|Woodville|MA|Middlesex County|MA-Middlesex County
01801|STANDARD|Woburn|MA|Middlesex County|MA-Middlesex County
01803|STANDARD|Burlington|MA|Middlesex County|MA-Middlesex County
01805|UNIQUE|Burlington|MA|Middlesex County|MA-Middlesex County
01806|UNIQUE|Woburn|MA|Middlesex County|MA-Middlesex County
01807|UNIQUE|Woburn|MA|Middlesex County|MA-Middlesex County
01808|UNIQUE|Woburn|MA|Middlesex County|MA-Middlesex County
01810|STANDARD|Andover|MA|Essex County|MA-Essex County
01812|UNIQUE|Andover|MA|Essex County|MA-Essex County
01813|UNIQUE|Woburn|MA|Middlesex County|MA-Middlesex County
01815|UNIQUE|Woburn|MA|Middlesex County|MA-Middlesex County
01821|STANDARD|Billerica|MA|Middlesex County|MA-Middlesex County
01822|PO BOX|Billerica|MA|Middlesex County|MA-Middlesex County
01824|STANDARD|Chelmsford|MA|Middlesex County|MA-Middlesex County
01826|STANDARD|Dracut|MA|Middlesex County|MA-Middlesex County
01827|STANDARD|Dunstable|MA|Middlesex County|MA-Middlesex County
01830|STANDARD|Haverhill|MA|Essex County|MA-Essex County
01831|PO BOX|Haverhill|MA|Essex County|MA-Essex County
01832|STANDARD|Haverhill|MA|Essex County|MA-Essex County
01833|STANDARD|Georgetown|MA|Essex County|MA-Essex County
01834|STANDARD|Groveland|MA|Essex County|MA-Essex County
01835|STANDARD|Haverhill|MA|Essex County|MA-Essex County
01840|STANDARD|Lawrence|MA|Essex County|MA-Essex County
01841|STANDARD|Lawrence|MA|Essex County|MA-Essex County
01842|PO BOX|Lawrence|MA|Essex County|MA-Essex County
01843|STANDARD|Lawrence|MA|Essex County|MA-Essex County
01844|STANDARD|Methuen|MA|Essex County|MA-Essex County
01845|STANDARD|North Andover|MA|Essex County|MA-Essex County
01850|STANDARD|Lowell|MA|Middlesex County|MA-Middlesex County
01851|STANDARD|Lowell|MA|Middlesex County|MA-Middlesex County
01852|STANDARD|Lowell|MA|Middlesex County|MA-Middlesex County
01853|PO BOX|Lowell|MA|Middlesex County|MA-Middlesex County
01854|STANDARD|Lowell|MA|Middlesex County|MA-Middlesex County
01860|STANDARD|Merrimac|MA|Essex County|MA-Essex County
01862|STANDARD|North Billerica|MA|Middlesex County|MA-Middlesex County
01863|STANDARD|North Chelmsford|MA|Middlesex County|MA-Middlesex County
01864|STANDARD|North Reading|MA|Middlesex County|MA-Middlesex County
01865|PO BOX|Nutting Lake|MA|Middlesex County|MA-Middlesex County
01866|PO BOX|Pinehurst|MA|Middlesex County|MA-Middlesex County
01867|STANDARD|Reading|MA|Middlesex County|MA-Middlesex County
01876|STANDARD|Tewksbury|MA|Middlesex County|MA-Middlesex County
01879|STANDARD|Tyngsboro|MA|Middlesex County|MA-Middlesex County
01880|STANDARD|Wakefield|MA|Middlesex County|MA-Middlesex County
01885|PO BOX|West Boxford|MA|Essex County|MA-Essex County
01886|STANDARD|Westford|MA|Middlesex County|MA-Middlesex County
01887|STANDARD|Wilmington|MA|Middlesex County|MA-Middlesex County
01888|PO BOX|Woburn|MA|Middlesex County|MA-Middlesex County
01889|UNIQUE|North Reading|MA|Middlesex County|MA-Middlesex County
01890|STANDARD|Winchester|MA|Middlesex County|MA-Middlesex County
01899|UNIQUE|Andover|MA|Essex County|MA-Essex County
01901|STANDARD|Lynn|MA|Essex County|MA-Essex County
01902|STANDARD|Lynn|MA|Essex County|MA-Essex County
01903|PO BOX|Lynn|MA|Essex County|MA-Essex County
01904|STANDARD|Lynn|MA|Essex County|MA-Essex County
01905|STANDARD|Lynn|MA|Essex County|MA-Essex County
01906|STANDARD|Saugus|MA|Essex County|MA-Essex County
01907|STANDARD|Swampscott|MA|Essex County|MA-Essex County
01908|STANDARD|Nahant|MA|Essex County|MA-Essex County
01910|UNIQUE|Lynn|MA|Essex County|MA-Essex County
01913|STANDARD|Amesbury|MA|Essex County|MA-Essex County
01915|STANDARD|Beverly|MA|Essex County|MA-Essex County
01921|STANDARD|Boxford|MA|Essex County|MA-Essex County
01922|STANDARD|Byfield|MA|Essex County|MA-Essex County
01923|STANDARD|Danvers|MA|Essex County|MA-Essex County
01929|STANDARD|Essex|MA|Essex County|MA-Essex County
01930|STANDARD|Gloucester|MA|Essex County|MA-Essex County
01931|PO BOX|Gloucester|MA|Essex County|MA-Essex County
01936|PO BOX|Hamilton|MA|Essex County|MA-Essex County
01937|PO BOX|Hathorne|MA|Essex County|MA-Essex County
01938|STANDARD|Ipswich|MA|Essex County|MA-Essex County
01940|STANDARD|Lynnfield|MA|Essex County|MA-Essex County
01944|STANDARD|Manchester|MA|Essex County|MA-Essex County
01945|STANDARD|Marblehead|MA|Essex County|MA-Essex County
01949|STANDARD|Middleton|MA|Essex County|MA-Essex County
01950|STANDARD|Newburyport|MA|Essex County|MA-Essex County
01951|STANDARD|Newbury|MA|Essex County|MA-Essex County
01952|STANDARD|Salisbury|MA|Essex County|MA-Essex County
01960|STANDARD|Peabody|MA|Essex County|MA-Essex County
01961|PO BOX|Peabody|MA|Essex County|MA-Essex County
01965|PO BOX|Prides Crossing|MA|Essex County|MA-Essex County
01966|STANDARD|Rockport|MA|Essex County|MA-Essex County
01969|STANDARD|Rowley|MA|Essex County|MA-Essex County
01970|STANDARD|Salem|MA|Essex County|MA-Essex County
01971|PO BOX|Salem|MA|Essex County|MA-Essex County
01982|STANDARD|South Hamilton|MA|Essex County|MA-Essex County
01983|STANDARD|Topsfield|MA|Essex County|MA-Essex County
01984|STANDARD|Wenham|MA|Essex County|MA-Essex County
01985|STANDARD|West Newbury|MA|Essex County|MA-Essex County
02018|PO BOX|Accord|MA|Plymouth County|MA-Plymouth County
02019|STANDARD|Bellingham|MA|Norfolk County|MA-Norfolk County
02020|PO BOX|Brant Rock|MA|Plymouth County|MA-Plymouth County
02021|STANDARD|Canton|MA|Norfolk County|MA-Norfolk County
02025|STANDARD|Cohasset|MA|Norfolk County|MA-Norfolk County
02026|STANDARD|Dedham|MA|Norfolk County|MA-Norfolk County
02027|PO BOX|Dedham|MA|Norfolk County|MA-Norfolk County
02030|STANDARD|Dover|MA|Norfolk County|MA-Norfolk County
02031|STANDARD|East Mansfield|MA|Bristol County|MA-Bristol County
02032|STANDARD|East Walpole|MA|Norfolk County|MA-Norfolk County
02035|STANDARD|Foxboro|MA|Norfolk County|MA-Norfolk County
02038|STANDARD|Franklin|MA|Norfolk County|MA-Norfolk County
02040|PO BOX|Greenbush|MA|Plymouth County|MA-Plymouth County
02041|PO BOX|Green Harbor|MA|Plymouth County|MA-Plymouth County
02043|STANDARD|Hingham|MA|Plymouth County|MA-Plymouth County
02044|UNIQUE|Hingham|MA|Plymouth County|MA-Plymouth County
02045|STANDARD|Hull|MA|Plymouth County|MA-Plymouth County
02047|PO BOX|Humarock|MA|Plymouth County|MA-Plymouth County
02048|STANDARD|Mansfield|MA|Bristol County|MA-Bristol County
02050|STANDARD|Marshfield|MA|Plymouth County|MA-Plymouth County
02051|PO BOX|Marshfield Hills|MA|Plymouth County|MA-Plymouth County
02052|STANDARD|Medfield|MA|Norfolk County|MA-Norfolk County
02053|STANDARD|Medway|MA|Norfolk County|MA-Norfolk County
02054|STANDARD|Millis|MA|Norfolk County|MA-Norfolk County
02055|PO BOX|Minot|MA|Plymouth County|MA-Plymouth County
02056|STANDARD|Norfolk|MA|Norfolk County|MA-Norfolk County
02059|PO BOX|North Marshfield|MA|Plymouth County|MA-Plymouth County
02060|PO BOX|North Scituate|MA|Plymouth County|MA-Plymouth County
02061|STANDARD|Norwell|MA|Plymouth County|MA-Plymouth County
02062|STANDARD|Norwood|MA|Norfolk County|MA-Norfolk County
02065|PO BOX|Ocean Bluff|MA|Plymouth County|MA-Plymouth County
02066|STANDARD|Scituate|MA|Plymouth County|MA-Plymouth County
02067|STANDARD|Sharon|MA|Norfolk County|MA-Norfolk County
02070|PO BOX|Sheldonville|MA|Norfolk County|MA-Norfolk County
02071|STANDARD|South Walpole|MA|Norfolk County|MA-Norfolk County
02072|STANDARD|Stoughton|MA|Norfolk County|MA-Norfolk County
02081|STANDARD|Walpole|MA|Norfolk County|MA-Norfolk County
02090|STANDARD|Westwood|MA|Norfolk County|MA-Norfolk County
02093|STANDARD|Wrentham|MA|Norfolk County|MA-Norfolk County
02108|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02109|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02110|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02111|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02112|PO BOX|Boston|MA|Suffolk County|MA-Suffolk County
02113|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02114|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02115|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02116|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02117|PO BOX|Boston|MA|Suffolk County|MA-Suffolk County
02118|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02119|STANDARD|Roxbury|MA|Suffolk County|MA-Suffolk County
02120|STANDARD|Roxbury Crossing|MA|Suffolk County|MA-Suffolk County
02121|STANDARD|Dorchester|MA|Suffolk County|MA-Suffolk County
02122|STANDARD|Dorchester|MA|Suffolk County|MA-Suffolk County
02123|PO BOX|Boston|MA|Suffolk County|MA-Suffolk County
02124|STANDARD|Dorchester Center|MA|Suffolk County|MA-Suffolk County
02125|STANDARD|Dorchester|MA|Suffolk County|MA-Suffolk County
02126|STANDARD|Mattapan|MA|Suffolk County|MA-Suffolk County
02127|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02128|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02129|STANDARD|Charlestown|MA|Suffolk County|MA-Suffolk County
02130|STANDARD|Jamaica Plain|MA|Suffolk County|MA-Suffolk County
02131|STANDARD|Roslindale|MA|Suffolk County|MA-Suffolk County
02132|STANDARD|West Roxbury|MA|Suffolk County|MA-Suffolk County
02133|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02134|STANDARD|Allston|MA|Suffolk County|MA-Suffolk County
02135|STANDARD|Brighton|MA|Suffolk County|MA-Suffolk County
02136|STANDARD|Hyde Park|MA|Suffolk County|MA-Suffolk County
02137|PO BOX|Readville|MA|Suffolk County|MA-Suffolk County
02138|STANDARD|Cambridge|MA|Middlesex County|MA-Middlesex County
02139|STANDARD|Cambridge|MA|Middlesex County|MA-Middlesex County
02140|STANDARD|Cambridge|MA|Middlesex County|MA-Middlesex County
02141|STANDARD|Cambridge|MA|Middlesex County|MA-Middlesex County
02142|STANDARD|Cambridge|MA|Middlesex County|MA-Middlesex County
02143|STANDARD|Somerville|MA|Middlesex County|MA-Middlesex County
02144|STANDARD|Somerville|MA|Middlesex County|MA-Middlesex County
02145|STANDARD|Somerville|MA|Middlesex County|MA-Middlesex County
02148|STANDARD|Malden|MA|Middlesex County|MA-Middlesex County
02149|STANDARD|Everett|MA|Middlesex County|MA-Middlesex County
02150|STANDARD|Chelsea|MA|Suffolk County|MA-Suffolk County
02151|STANDARD|Revere|MA|Suffolk County|MA-Suffolk County
02152|STANDARD|Winthrop|MA|Suffolk County|MA-Suffolk County
02153|PO BOX|Medford|MA|Middlesex County|MA-Middlesex County
02155|STANDARD|Medford|MA|Middlesex County|MA-Middlesex County
02156|PO BOX|West Medford|MA|Middlesex County|MA-Middlesex County
02163|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02169|STANDARD|Quincy|MA|Norfolk County|MA-Norfolk County
02170|STANDARD|Quincy|MA|Norfolk County|MA-Norfolk County
02171|STANDARD|Quincy|MA|Norfolk County|MA-Norfolk County
02176|STANDARD|Melrose|MA|Middlesex County|MA-Middlesex County
02180|STANDARD|Stoneham|MA|Middlesex County|MA-Middlesex County
02184|STANDARD|Braintree|MA|Norfolk County|MA-Norfolk County
02185|PO BOX|Braintree|MA|Norfolk County|MA-Norfolk County
02186|STANDARD|Milton|MA|Norfolk County|MA-Norfolk County
02187|PO BOX|Milton Village|MA|Norfolk County|MA-Norfolk County
02188|STANDARD|Weymouth|MA|Norfolk County|MA-Norfolk County
02189|STANDARD|East Weymouth|MA|Norfolk County|MA-Norfolk County
02190|STANDARD|South Weymouth|MA|Norfolk County|MA-Norfolk County
02191|STANDARD|North Weymouth|MA|Norfolk County|MA-Norfolk County
02196|PO BOX|Boston|MA|Suffolk County|MA-Suffolk County
02199|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02201|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02203|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02204|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02205|PO BOX|Boston|MA|Suffolk County|MA-Suffolk County
02206|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02207|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02210|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02211|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02212|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02215|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02216|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02217|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02222|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02228|PO BOX|East Boston|MA|Suffolk County|MA-Suffolk County
02238|PO BOX|Cambridge|MA|Middlesex County|MA-Middlesex County
02239|UNIQUE|Cambridge|MA|Middlesex County|MA-Middlesex County
02241|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02266|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02269|PO BOX|Quincy|MA|Norfolk County|MA-Norfolk County
02283|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02284|STANDARD|Boston|MA|Suffolk County|MA-Suffolk County
02293|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02295|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02297|UNIQUE|Boston|MA|Suffolk County|MA-Suffolk County
02298|PO BOX|Boston|MA|Suffolk County|MA-Suffolk County
02301|STANDARD|Brockton|MA|Plymouth County|MA-Plymouth County
02302|STANDARD|Brockton|MA|Plymouth County|MA-Plymouth County
02303|PO BOX|Brockton|MA|Plymouth County|MA-Plymouth County
02304|PO BOX|Brockton|MA|Plymouth County|MA-Plymouth County
02305|PO BOX|Brockton|MA|Plymouth County|MA-Plymouth County
02322|STANDARD|Avon|MA|Norfolk County|MA-Norfolk County
02324|STANDARD|Bridgewater|MA|Plymouth County|MA-Plymouth County
02325|UNIQUE|Bridgewater|MA|Plymouth County|MA-Plymouth County
02327|PO BOX|Bryantville|MA|Plymouth County|MA-Plymouth County
02330|STANDARD|Carver|MA|Plymouth County|MA-Plymouth County
02331|PO BOX|Duxbury|MA|Plymouth County|MA-Plymouth County
02332|STANDARD|Duxbury|MA|Plymouth County|MA-Plymouth County
02333|STANDARD|East Bridgewater|MA|Plymouth County|MA-Plymouth County
02334|PO BOX|Easton|MA|Bristol County|MA-Bristol County
02337|PO BOX|Elmwood|MA|Plymouth County|MA-Plymouth County
02338|STANDARD|Halifax|MA|Plymouth County|MA-Plymouth County
02339|STANDARD|Hanover|MA|Plymouth County|MA-Plymouth County
02340|UNIQUE|Hanover|MA|Plymouth County|MA-Plymouth County
02341|STANDARD|Hanson|MA|Plymouth County|MA-Plymouth County
02343|STANDARD|Holbrook|MA|Norfolk County|MA-Norfolk County
02344|UNIQUE|Middleboro|MA|Plymouth County|MA-Plymouth County
02345|PO BOX|Manomet|MA|Plymouth County|MA-Plymouth County
02346|STANDARD|Middleboro|MA|Plymouth County|MA-Plymouth County
02347|STANDARD|Lakeville|MA|Plymouth County|MA-Plymouth County
02348|UNIQUE|Lakeville|MA|Plymouth County|MA-Plymouth County
02349|UNIQUE|Middleboro|MA|Plymouth County|MA-Plymouth County
02350|PO BOX|Monponsett|MA|Plymouth County|MA-Plymouth County
02351|STANDARD|Abington|MA|Plymouth County|MA-Plymouth County
02355|PO BOX|North Carver|MA|Plymouth County|MA-Plymouth County
02356|STANDARD|North Easton|MA|Bristol County|MA-Bristol County
02357|UNIQUE|North Easton|MA|Bristol County|MA-Bristol County
02358|PO BOX|North Pembroke|MA|Plymouth County|MA-Plymouth County
02359|STANDARD|Pembroke|MA|Plymouth County|MA-Plymouth County
02360|STANDARD|Plymouth|MA|Plymouth County|MA-Plymouth County
02361|PO BOX|Plymouth|MA|Plymouth County|MA-Plymouth County
02362|PO BOX|Plymouth|MA|Plymouth County|MA-Plymouth County
02364|STANDARD|Kingston|MA|Plymouth County|MA-Plymouth County
02366|PO BOX|South Carver|MA|Plymouth County|MA-Plymouth County
02367|STANDARD|Plympton|MA|Plymouth County|MA-Plymouth County
02368|STANDARD|Randolph|MA|Norfolk County|MA-Norfolk County
02370|STANDARD|Rockland|MA|Plymouth County|MA-Plymouth County
02375|STANDARD|South Easton|MA|Bristol County|MA-Bristol County
02379|STANDARD|West Bridgewater|MA|Plymouth County|MA-Plymouth County
02381|PO BOX|White Horse Beach|MA|Plymouth County|MA-Plymouth County
02382|STANDARD|Whitman|MA|Plymouth County|MA-Plymouth County
02420|STANDARD|Lexington|MA|Middlesex County|MA-Middlesex County
02421|STANDARD|Lexington|MA|Middlesex County|MA-Middlesex County
02445|STANDARD|Brookline|MA|Norfolk County|MA-Norfolk County
02446|STANDARD|Brookline|MA|Norfolk County|MA-Norfolk County
02447|PO BOX|Brookline Village|MA|Norfolk County|MA-Norfolk County
02451|STANDARD|Waltham|MA|Middlesex County|MA-Middlesex County
02452|STANDARD|Waltham|MA|Middlesex County|MA-Middlesex County
02453|STANDARD|Waltham|MA|Middlesex County|MA-Middlesex County
02454|PO BOX|Waltham|MA|Middlesex County|MA-Middlesex County
02455|PO BOX|North Waltham|MA|Middlesex County|MA-Middlesex County
02456|PO BOX|New Town|MA|Middlesex County|MA-Middlesex County
02457|PO BOX|Babson Park|MA|Norfolk County|MA-Norfolk County
02458|STANDARD|Newton|MA|Middlesex County|MA-Middlesex County
02459|STANDARD|Newton Center|MA|Middlesex County|MA-Middlesex County
02460|STANDARD|Newtonville|MA|Middlesex County|MA-Middlesex County
02461|STANDARD|Newton Highlands|MA|Middlesex County|MA-Middlesex County
02462|STANDARD|Newton Lower Falls|MA|Middlesex County|MA-Middlesex County
02464|STANDARD|Newton Upper Falls|MA|Middlesex County|MA-Middlesex County
02465|STANDARD|West Newton|MA|Middlesex County|MA-Middlesex County
02466|STANDARD|Auburndale|MA|Middlesex County|MA-Middlesex County
02467|STANDARD|Chestnut Hill|MA|Norfolk County|MA-Norfolk County
02468|STANDARD|Waban|MA|Middlesex County|MA-Middlesex County
02471|PO BOX|Watertown|MA|Middlesex County|MA-Middlesex County
02472|STANDARD|Watertown|MA|Middlesex County|MA-Middlesex County
02474|STANDARD|Arlington|MA|Middlesex County|MA-Middlesex County
02475|PO BOX|Arlington Heights|MA|Middlesex County|MA-Middlesex County
02476|STANDARD|Arlington|MA|Middlesex County|MA-Middlesex County
02477|UNIQUE|Watertown|MA|Middlesex County|MA-Middlesex County
02478|STANDARD|Belmont|MA|Middlesex County|MA-Middlesex County
02479|PO BOX|Waverley|MA|Middlesex County|MA-Middlesex County
02481|STANDARD|Wellesley Hills|MA|Norfolk County|MA-Norfolk County
02482|STANDARD|Wellesley|MA|Norfolk County|MA-Norfolk County
02492|STANDARD|Needham|MA|Norfolk County|MA-Norfolk County
02493|STANDARD|Weston|MA|Middlesex County|MA-Middlesex County
02494|STANDARD|Needham Heights|MA|Norfolk County|MA-Norfolk County
02495|PO BOX|Nonantum|MA|Middlesex County|MA-Middlesex County
02532|STANDARD|Buzzards Bay|MA|Barnstable County|MA-Barnstable County
02534|PO BOX|Cataumet|MA|Barnstable County|MA-Barnstable County
02535|STANDARD|Chilmark|MA|Dukes County|MA-Dukes County
02536|STANDARD|East Falmouth|MA|Barnstable County|MA-Barnstable County
02537|STANDARD|East Sandwich|MA|Barnstable County|MA-Barnstable County
02538|STANDARD|East Wareham|MA|Plymouth County|MA-Plymouth County
02539|STANDARD|Edgartown|MA|Dukes County|MA-Dukes County
02540|STANDARD|Falmouth|MA|Barnstable County|MA-Barnstable County
02541|PO BOX|Falmouth|MA|Barnstable County|MA-Barnstable County
02542|STANDARD|Buzzards Bay|MA|Barnstable County|MA-Barnstable County
02543|STANDARD|Woods Hole|MA|Barnstable County|MA-Barnstable County
02552|PO BOX|Menemsha|MA|Dukes County|MA-Dukes County
02553|PO BOX|Monument Beach|MA|Barnstable County|MA-Barnstable County
02554|STANDARD|Nantucket|MA|Nantucket County|MA-Nantucket County
02556|STANDARD|North Falmouth|MA|Barnstable County|MA-Barnstable County
02557|STANDARD|Oak Bluffs|MA|Dukes County|MA-Dukes County
02558|PO BOX|Onset|MA|Plymouth County|MA-Plymouth County
02559|STANDARD|Pocasset|MA|Barnstable County|MA-Barnstable County
02561|PO BOX|Sagamore|MA|Barnstable County|MA-Barnstable County
02562|STANDARD|Sagamore Beach|MA|Barnstable County|MA-Barnstable County
02563|STANDARD|Sandwich|MA|Barnstable County|MA-Barnstable County
02564|PO BOX|Siasconset|MA|Nantucket County|MA-Nantucket County
